JFSFILE,JFS Filespace %Used VM-12-13-centos,/dev,/run,/
JFSFILE,T0499,0.0,0.0,9.6
JFSFILE,T0500,0.0,0.0,9.6
JFSFILE,T0501,0.0,0.0,9.6
JFSFILE,T0502,0.0,0.0,9.6
JFSFILE,T0503,0.0,0.0,9.6
JFSFILE,T0504,0.0,0.0,9.6
JFSFILE,T0505,0.0,0.0,9.6
JFSFILE,T0506,0.0,0.0,9.6
JFSFILE,T0507,0.0,0.0,9.6
JFSFILE,T0508,0.0,0.0,9.6
JFSFILE,T0509,0.0,0.0,9.6
JFSFILE,T0510,0.0,0.0,9.6
JFSFILE,T0511,0.0,0.0,9.6
JFSFILE,T0512,0.0,0.0,9.6
JFSFILE,T0513,0.0,0.0,9.6
JFSFILE,T0514,0.0,0.0,9.6
JFSFILE,T0515,0.0,0.0,9.6
JFSFILE,T0516,0.0,0.0,9.6
JFSFILE,T0517,0.0,0.0,9.6
JFSFILE,T0518,0.0,0.0,9.6
JFSFILE,T0519,0.0,0.0,9.6
JFSFILE,T0520,0.0,0.0,9.6
JFSFILE,T0521,0.0,0.0,9.6
JFSFILE,T0522,0.0,0.0,9.6
JFSFILE,T0523,0.0,0.0,9.6
JFSFILE,T0524,0.0,0.0,9.6
JFSFILE,T0525,0.0,0.0,9.6
JFSFILE,T0526,0.0,0.0,9.6
JFSFILE,T0527,0.0,0.0,9.6
JFSFILE,T0528,0.0,0.0,9.6
JFSFILE,T0529,0.0,0.0,9.6
JFSFILE,T0530,0.0,0.0,9.6
JFSFILE,T0531,0.0,0.0,9.6
JFSFILE,T0532,0.0,0.0,9.6
JFSFILE,T0533,0.0,0.0,9.6
JFSFILE,T0534,0.0,0.0,9.6
JFSFILE,T0535,0.0,0.0,9.6
JFSFILE,T0536,0.0,0.0,9.6
JFSFILE,T0537,0.0,0.0,9.6
JFSFILE,T0538,0.0,0.0,9.6
JFSFILE,T0539,0.0,0.0,9.6
JFSFILE,T0540,0.0,0.0,9.6
JFSFILE,T0541,0.0,0.0,9.6
JFSFILE,T0542,0.0,0.0,9.6
JFSFILE,T0543,0.0,0.0,9.6
JFSFILE,T0544,0.0,0.0,9.6
JFSFILE,T0545,0.0,0.0,9.6
JFSFILE,T0546,0.0,0.0,9.6
JFSFILE,T0547,0.0,0.0,9.6
JFSFILE,T0548,0.0,0.0,9.6
JFSFILE,T0549,0.0,0.0,9.6
JFSFILE,T0550,0.0,0.0,9.6
JFSFILE,T0551,0.0,0.0,9.6
JFSFILE,T0552,0.0,0.0,9.6
JFSFILE,T0553,0.0,0.0,9.6
JFSFILE,T0554,0.0,0.0,9.6
JFSFILE,T0555,0.0,0.0,9.6
JFSFILE,T0556,0.0,0.0,9.6
JFSFILE,T0557,0.0,0.0,9.6
JFSFILE,T0558,0.0,0.0,9.6
JFSFILE,T0559,0.0,0.0,9.6
JFSFILE,T0560,0.0,0.0,9.6
JFSFILE,T0561,0.0,0.0,9.6
JFSFILE,T0562,0.0,0.0,9.6
JFSFILE,T0563,0.0,0.0,9.6
JFSFILE,T0564,0.0,0.0,9.6
JFSFILE,T0565,0.0,0.0,9.6
JFSFILE,T0566,0.0,0.0,9.6
JFSFILE,T0567,0.0,0.0,9.6
JFSFILE,T0568,0.0,0.0,9.6
JFSFILE,T0569,0.0,0.0,9.6
JFSFILE,T0570,0.0,0.0,9.6
JFSFILE,T0571,0.0,0.0,9.6
JFSFILE,T0572,0.0,0.0,9.6
JFSFILE,T0573,0.0,0.0,9.6
JFSFILE,T0574,0.0,0.0,9.6
JFSFILE,T0575,0.0,0.0,9.6
JFSFILE,T0576,0.0,0.0,9.6
JFSFILE,T0577,0.0,0.0,9.6
JFSFILE,T0578,0.0,0.0,9.6
JFSFILE,T0579,0.0,0.0,9.6
JFSFILE,T0580,0.0,0.0,9.6
JFSFILE,T0581,0.0,0.0,9.6
JFSFILE,T0582,0.0,0.0,9.6
JFSFILE,T0583,0.0,0.0,9.6
JFSFILE,T0584,0.0,0.0,9.6
JFSFILE,T0585,0.0,0.0,9.6
JFSFILE,T0586,0.0,0.0,9.6
JFSFILE,T0587,0.0,0.0,9.6
JFSFILE,T0588,0.0,0.0,9.6
JFSFILE,T0589,0.0,0.0,9.6
JFSFILE,T0590,0.0,0.0,9.6
JFSFILE,T0591,0.0,0.0,9.6
JFSFILE,T0592,0.0,0.0,9.6
JFSFILE,T0593,0.0,0.0,9.6
JFSFILE,T0594,0.0,0.0,9.6
JFSFILE,T0595,0.0,0.0,9.6
JFSFILE,T0596,0.0,0.0,9.6
JFSFILE,T0597,0.0,0.0,9.6
JFSFILE,T0598,0.0,0.0,9.6
JFSFILE,T0599,0.0,0.0,9.6
JFSFILE,T0600,0.0,0.0,9.6
JFSFILE,T0601,0.0,0.0,9.6
JFSFILE,T0602,0.0,0.0,9.6
JFSFILE,T0603,0.0,0.0,9.6
JFSFILE,T0604,0.0,0.0,9.6
JFSFILE,T0605,0.0,0.0,9.6
JFSFILE,T0606,0.0,0.0,9.6
JFSFILE,T0607,0.0,0.0,9.6
JFSFILE,T0608,0.0,0.0,9.6
JFSFILE,T0609,0.0,0.0,9.6
JFSFILE,T0610,0.0,0.0,9.6
JFSFILE,T0611,0.0,0.0,9.6
JFSFILE,T0612,0.0,0.0,9.6
JFSFILE,T0613,0.0,0.0,9.6
JFSFILE,T0614,0.0,0.0,9.6
JFSFILE,T0615,0.0,0.0,9.6
JFSFILE,T0616,0.0,0.0,9.6
JFSFILE,T0617,0.0,0.0,9.6
JFSFILE,T0618,0.0,0.0,9.6
JFSFILE,T0619,0.0,0.0,9.6
JFSFILE,T0620,0.0,0.0,9.6
JFSFILE,T0621,0.0,0.0,9.6
JFSFILE,T0622,0.0,0.0,9.6
JFSFILE,T0623,0.0,0.0,9.6
JFSFILE,T0624,0.0,0.0,9.6
JFSFILE,T0625,0.0,0.0,9.6
JFSFILE,T0626,0.0,0.0,9.6
JFSFILE,T0627,0.0,0.0,9.6
JFSFILE,T0628,0.0,0.0,9.6
JFSFILE,T0629,0.0,0.0,9.6
JFSFILE,T0630,0.0,0.0,9.6
JFSFILE,T0631,0.0,0.0,9.6
JFSFILE,T0632,0.0,0.0,9.6
JFSFILE,T0633,0.0,0.0,9.6
JFSFILE,T0634,0.0,0.0,9.6
JFSFILE,T0635,0.0,0.0,9.6
JFSFILE,T0636,0.0,0.0,9.6
JFSFILE,T0637,0.0,0.0,9.6
JFSFILE,T0638,0.0,0.0,9.6
JFSFILE,T0639,0.0,0.0,9.6
JFSFILE,T0640,0.0,0.0,9.6
JFSFILE,T0641,0.0,0.0,9.6
JFSFILE,T0642,0.0,0.0,9.6
JFSFILE,T0643,0.0,0.0,9.6
JFSFILE,T0644,0.0,0.0,9.6
JFSFILE,T0645,0.0,0.0,9.6
JFSFILE,T0646,0.0,0.0,9.6
JFSFILE,T0647,0.0,0.0,9.6
JFSFILE,T0648,0.0,0.0,9.6
JFSFILE,T0649,0.0,0.0,9.6
JFSFILE,T0650,0.0,0.0,9.6
JFSFILE,T0651,0.0,0.0,9.6
JFSFILE,T0652,0.0,0.0,9.6
JFSFILE,T0653,0.0,0.0,9.6
JFSFILE,T0654,0.0,0.0,9.6
JFSFILE,T0655,0.0,0.0,9.6
JFSFILE,T0656,0.0,0.0,9.6
JFSFILE,T0657,0.0,0.0,9.6
JFSFILE,T0658,0.0,0.0,9.6
JFSFILE,T0659,0.0,0.0,9.6
JFSFILE,T0660,0.0,0.0,9.6
JFSFILE,T0661,0.0,0.0,9.6
JFSFILE,T0662,0.0,0.0,9.6
JFSFILE,T0663,0.0,0.0,9.6
JFSFILE,T0664,0.0,0.0,9.6
JFSFILE,T0665,0.0,0.0,9.6
JFSFILE,T0666,0.0,0.0,9.6
JFSFILE,T0667,0.0,0.0,9.6
JFSFILE,T0668,0.0,0.0,9.6
JFSFILE,T0669,0.0,0.0,9.6
JFSFILE,T0670,0.0,0.0,9.6
JFSFILE,T0671,0.0,0.0,9.6
JFSFILE,T0672,0.0,0.0,9.6
JFSFILE,T0673,0.0,0.0,9.6
JFSFILE,T0674,0.0,0.0,9.6
JFSFILE,T0675,0.0,0.0,9.6
JFSFILE,T0676,0.0,0.0,9.6
JFSFILE,T0677,0.0,0.0,9.6
JFSFILE,T0678,0.0,0.0,9.6
JFSFILE,T0679,0.0,0.0,9.6
JFSFILE,T0680,0.0,0.0,9.6
JFSFILE,T0681,0.0,0.0,9.6
JFSFILE,T0682,0.0,0.0,9.6
JFSFILE,T0683,0.0,0.0,9.6
JFSFILE,T0684,0.0,0.0,9.6
JFSFILE,T0685,0.0,0.0,9.6
JFSFILE,T0686,0.0,0.0,9.6
JFSFILE,T0687,0.0,0.0,9.6
JFSFILE,T0688,0.0,0.0,9.6
JFSFILE,T0689,0.0,0.0,9.6
JFSFILE,T0690,0.0,0.0,9.6
JFSFILE,T0691,0.0,0.0,9.6
JFSFILE,T0692,0.0,0.0,9.6
JFSFILE,T0693,0.0,0.0,9.6
JFSFILE,T0694,0.0,0.0,9.6
JFSFILE,T0695,0.0,0.0,9.6
JFSFILE,T0696,0.0,0.0,9.6
JFSFILE,T0697,0.0,0.0,9.6
JFSFILE,T0698,0.0,0.0,9.6
JFSFILE,T0699,0.0,0.0,9.6
JFSFILE,T0700,0.0,0.0,9.6
JFSFILE,T0701,0.0,0.0,9.6
JFSFILE,T0702,0.0,0.0,9.6
JFSFILE,T0703,0.0,0.0,9.6
JFSFILE,T0704,0.0,0.0,9.6
JFSFILE,T0705,0.0,0.0,9.6
JFSFILE,T0706,0.0,0.0,9.6
JFSFILE,T0707,0.0,0.0,9.6
JFSFILE,T0708,0.0,0.0,9.6
JFSFILE,T0709,0.0,0.0,9.6
JFSFILE,T0710,0.0,0.0,9.6
JFSFILE,T0711,0.0,0.0,9.6
JFSFILE,T0712,0.0,0.0,9.6
JFSFILE,T0713,0.0,0.0,9.6
JFSFILE,T0714,0.0,0.0,9.6
JFSFILE,T0715,0.0,0.0,9.6
JFSFILE,T0716,0.0,0.0,9.6
JFSFILE,T0717,0.0,0.0,9.6
JFSFILE,T0718,0.0,0.0,9.6
JFSFILE,T0719,0.0,0.0,9.6
JFSFILE,T0720,0.0,0.0,9.6
JFSFILE,T0721,0.0,0.0,9.6
JFSFILE,T0722,0.0,0.0,9.6
JFSFILE,T0723,0.0,0.0,9.6
JFSFILE,T0724,0.0,0.0,9.6
JFSFILE,T0725,0.0,0.0,9.6
JFSFILE,T0726,0.0,0.0,9.6
JFSFILE,T0727,0.0,0.0,9.6
JFSFILE,T0728,0.0,0.0,9.6
JFSFILE,T0729,0.0,0.0,9.6
JFSFILE,T0730,0.0,0.0,9.6
JFSFILE,T0731,0.0,0.0,9.6
JFSFILE,T0732,0.0,0.0,9.6
JFSFILE,T0733,0.0,0.0,9.6
JFSFILE,T0734,0.0,0.0,9.6
JFSFILE,T0735,0.0,0.0,9.6
JFSFILE,T0736,0.0,0.0,9.6
JFSFILE,T0737,0.0,0.0,9.6
JFSFILE,T0738,0.0,0.0,9.6
JFSFILE,T0739,0.0,0.0,9.6
JFSFILE,T0740,0.0,0.0,9.6
JFSFILE,T0741,0.0,0.0,9.6
JFSFILE,T0742,0.0,0.0,9.6
JFSFILE,T0743,0.0,0.0,9.6
JFSFILE,T0744,0.0,0.0,9.6
JFSFILE,T0745,0.0,0.0,9.6
JFSFILE,T0746,0.0,0.0,9.6
JFSFILE,T0747,0.0,0.0,9.6
JFSFILE,T0748,0.0,0.0,9.6
JFSFILE,T0749,0.0,0.0,9.6
JFSFILE,T0750,0.0,0.0,9.6
JFSFILE,T0751,0.0,0.0,9.6
JFSFILE,T0752,0.0,0.0,9.6
JFSFILE,T0753,0.0,0.0,9.6
JFSFILE,T0754,0.0,0.0,9.6
JFSFILE,T0755,0.0,0.0,9.6
JFSFILE,T0756,0.0,0.0,9.6
JFSFILE,T0757,0.0,0.0,9.6
JFSFILE,T0758,0.0,0.0,9.6
JFSFILE,T0759,0.0,0.0,9.6
JFSFILE,T0760,0.0,0.0,9.6
JFSFILE,T0761,0.0,0.0,9.6
JFSFILE,T0762,0.0,0.0,9.6
JFSFILE,T0763,0.0,0.0,9.6
JFSFILE,T0764,0.0,0.0,9.6
JFSFILE,T0765,0.0,0.0,9.6
JFSFILE,T0766,0.0,0.0,9.6
JFSFILE,T0767,0.0,0.0,9.6
JFSFILE,T0768,0.0,0.0,9.6
JFSFILE,T0769,0.0,0.0,9.6
JFSFILE,T0770,0.0,0.0,9.6
JFSFILE,T0771,0.0,0.0,9.6
JFSFILE,T0772,0.0,0.0,9.6
JFSFILE,T0773,0.0,0.0,9.6
JFSFILE,T0774,0.0,0.0,9.6
JFSFILE,T0775,0.0,0.0,9.6
JFSFILE,T0776,0.0,0.0,9.6
JFSFILE,T0777,0.0,0.0,9.6
JFSFILE,T0778,0.0,0.0,9.6
JFSFILE,T0779,0.0,0.0,9.6
JFSFILE,T0780,0.0,0.0,9.6
JFSFILE,T0781,0.0,0.0,9.6
JFSFILE,T0782,0.0,0.0,9.6
JFSFILE,T0783,0.0,0.0,9.6
JFSFILE,T0784,0.0,0.0,9.6
JFSFILE,T0785,0.0,0.0,9.6
JFSFILE,T0786,0.0,0.0,9.6
JFSFILE,T0787,0.0,0.0,9.6
JFSFILE,T0788,0.0,0.0,9.6
JFSFILE,T0789,0.0,0.0,9.6
JFSFILE,T0790,0.0,0.0,9.6
JFSFILE,T0791,0.0,0.0,9.6
JFSFILE,T0792,0.0,0.0,9.6
JFSFILE,T0793,0.0,0.0,9.6
JFSFILE,T0794,0.0,0.0,9.6
JFSFILE,T0795,0.0,0.0,9.6
JFSFILE,T0796,0.0,0.0,9.6
JFSFILE,T0797,0.0,0.0,9.6
JFSFILE,T0798,0.0,0.0,9.6
JFSFILE,T0799,0.0,0.0,9.6
JFSFILE,T0800,0.0,0.0,9.6
JFSFILE,T0801,0.0,0.0,9.6
JFSFILE,T0802,0.0,0.0,9.6
JFSFILE,T0803,0.0,0.0,9.6
JFSFILE,T0804,0.0,0.0,9.6
JFSFILE,T0805,0.0,0.0,9.6
JFSFILE,T0806,0.0,0.0,9.6
JFSFILE,T0807,0.0,0.0,9.6
JFSFILE,T0808,0.0,0.0,9.6
JFSFILE,T0809,0.0,0.0,9.6
JFSFILE,T0810,0.0,0.0,9.6
JFSFILE,T0811,0.0,0.0,9.6
JFSFILE,T0812,0.0,0.0,9.6
JFSFILE,T0813,0.0,0.0,9.6
JFSFILE,T0814,0.0,0.0,9.6
JFSFILE,T0815,0.0,0.0,9.6
JFSFILE,T0816,0.0,0.0,9.6
JFSFILE,T0817,0.0,0.0,9.6
JFSFILE,T0818,0.0,0.0,9.6
JFSFILE,T0819,0.0,0.0,9.6
JFSFILE,T0820,0.0,0.0,9.6
JFSFILE,T0821,0.0,0.0,9.6
JFSFILE,T0822,0.0,0.0,9.6
JFSFILE,T0823,0.0,0.0,9.6
JFSFILE,T0824,0.0,0.0,9.6
JFSFILE,T0825,0.0,0.0,9.6
JFSFILE,T0826,0.0,0.0,9.6
JFSFILE,T0827,0.0,0.0,9.6
JFSFILE,T0828,0.0,0.0,9.6
JFSFILE,T0829,0.0,0.0,9.6
JFSFILE,T0830,0.0,0.0,9.6
JFSFILE,T0831,0.0,0.0,9.6
JFSFILE,T0832,0.0,0.0,9.6
JFSFILE,T0833,0.0,0.0,9.6
JFSFILE,T0834,0.0,0.0,9.6
JFSFILE,T0835,0.0,0.0,9.6
JFSFILE,T0836,0.0,0.0,9.6
JFSFILE,T0837,0.0,0.0,9.6
JFSFILE,T0838,0.0,0.0,9.6
JFSFILE,T0839,0.0,0.0,9.6
JFSFILE,T0840,0.0,0.0,9.6
JFSFILE,T0841,0.0,0.0,9.6
JFSFILE,T0842,0.0,0.0,9.6
JFSFILE,T0843,0.0,0.0,9.6
JFSFILE,T0844,0.0,0.0,9.6
JFSFILE,T0845,0.0,0.0,9.6
JFSFILE,T0846,0.0,0.0,9.6
JFSFILE,T0847,0.0,0.0,9.6
JFSFILE,T0848,0.0,0.0,9.6
JFSFILE,T0849,0.0,0.0,9.6
JFSFILE,T0850,0.0,0.0,9.6
JFSFILE,T0851,0.0,0.0,9.6
JFSFILE,T0852,0.0,0.0,9.6
JFSFILE,T0853,0.0,0.0,9.6
JFSFILE,T0854,0.0,0.0,9.6
JFSFILE,T0855,0.0,0.0,9.6
JFSFILE,T0856,0.0,0.0,9.6
JFSFILE,T0857,0.0,0.0,9.6
JFSFILE,T0858,0.0,0.0,9.6
JFSFILE,T0859,0.0,0.0,9.6
JFSFILE,T0860,0.0,0.0,9.6
JFSFILE,T0861,0.0,0.0,9.6
JFSFILE,T0862,0.0,0.0,9.6
JFSFILE,T0863,0.0,0.0,9.6
JFSFILE,T0864,0.0,0.0,9.6
JFSFILE,T0865,0.0,0.0,9.6
JFSFILE,T0866,0.0,0.0,9.6
JFSFILE,T0867,0.0,0.0,9.6
JFSFILE,T0868,0.0,0.0,9.6
JFSFILE,T0869,0.0,0.0,9.6
JFSFILE,T0870,0.0,0.0,9.6
JFSFILE,T0871,0.0,0.0,9.6
JFSFILE,T0872,0.0,0.0,9.6
JFSFILE,T0873,0.0,0.0,9.6
JFSFILE,T0874,0.0,0.0,9.6
JFSFILE,T0875,0.0,0.0,9.6
JFSFILE,T0876,0.0,0.0,9.6
JFSFILE,T0877,0.0,0.0,9.6
JFSFILE,T0878,0.0,0.0,9.6
JFSFILE,T0879,0.0,0.0,9.6
JFSFILE,T0880,0.0,0.0,9.6
JFSFILE,T0881,0.0,0.0,9.6
JFSFILE,T0882,0.0,0.0,9.6
JFSFILE,T0883,0.0,0.0,9.6
JFSFILE,T0884,0.0,0.0,9.6
JFSFILE,T0885,0.0,0.0,9.6
JFSFILE,T0886,0.0,0.0,9.6
JFSFILE,T0887,0.0,0.0,9.6
JFSFILE,T0888,0.0,0.0,9.6
JFSFILE,T0889,0.0,0.0,9.6
JFSFILE,T0890,0.0,0.0,9.6
JFSFILE,T0891,0.0,0.0,9.6
JFSFILE,T0892,0.0,0.0,9.6
JFSFILE,T0893,0.0,0.0,9.6
JFSFILE,T0894,0.0,0.0,9.6
JFSFILE,T0895,0.0,0.0,9.6
JFSFILE,T0896,0.0,0.0,9.6
JFSFILE,T0897,0.0,0.0,9.6
JFSFILE,T0898,0.0,0.0,9.6
JFSFILE,T0899,0.0,0.0,9.6
JFSFILE,T0900,0.0,0.0,9.6
JFSFILE,T0901,0.0,0.0,9.6
JFSFILE,T0902,0.0,0.0,9.6
JFSFILE,T0903,0.0,0.0,9.6
JFSFILE,T0904,0.0,0.0,9.6
JFSFILE,T0905,0.0,0.0,9.6
JFSFILE,T0906,0.0,0.0,9.6
JFSFILE,T0907,0.0,0.0,9.6
JFSFILE,T0908,0.0,0.0,9.6
JFSFILE,T0909,0.0,0.0,9.6
JFSFILE,T0910,0.0,0.0,9.6
JFSFILE,T0911,0.0,0.0,9.6
JFSFILE,T0912,0.0,0.0,9.6
JFSFILE,T0913,0.0,0.0,9.6
JFSFILE,T0914,0.0,0.0,9.6
JFSFILE,T0915,0.0,0.0,9.6
JFSFILE,T0916,0.0,0.0,9.6
JFSFILE,T0917,0.0,0.0,9.6
JFSFILE,T0918,0.0,0.0,9.6
JFSFILE,T0919,0.0,0.0,9.6
JFSFILE,T0920,0.0,0.0,9.6
JFSFILE,T0921,0.0,0.0,9.6
JFSFILE,T0922,0.0,0.0,9.6
JFSFILE,T0923,0.0,0.0,9.6
JFSFILE,T0924,0.0,0.0,9.6
JFSFILE,T0925,0.0,0.0,9.6
JFSFILE,T0926,0.0,0.0,9.6
JFSFILE,T0927,0.0,0.0,9.6
JFSFILE,T0928,0.0,0.0,9.6
JFSFILE,T0929,0.0,0.0,9.6
JFSFILE,T0930,0.0,0.0,9.6
JFSFILE,T0931,0.0,0.0,9.6
JFSFILE,T0932,0.0,0.0,9.6
JFSFILE,T0933,0.0,0.0,9.6
JFSFILE,T0934,0.0,0.0,9.6
JFSFILE,T0935,0.0,0.0,9.6
JFSFILE,T0936,0.0,0.0,9.6
JFSFILE,T0937,0.0,0.0,9.6
JFSFILE,T0938,0.0,0.0,9.6
JFSFILE,T0939,0.0,0.0,9.6
JFSFILE,T0940,0.0,0.0,9.6
JFSFILE,T0941,0.0,0.0,9.6
JFSFILE,T0942,0.0,0.0,9.6
JFSFILE,T0943,0.0,0.0,9.6
JFSFILE,T0944,0.0,0.0,9.6
JFSFILE,T0945,0.0,0.0,9.6
JFSFILE,T0946,0.0,0.0,9.6
JFSFILE,T0947,0.0,0.0,9.6
JFSFILE,T0948,0.0,0.0,9.6
JFSFILE,T0949,0.0,0.0,9.6
JFSFILE,T0950,0.0,0.0,9.6
JFSFILE,T0951,0.0,0.0,9.6
JFSFILE,T0952,0.0,0.0,9.6
JFSFILE,T0953,0.0,0.0,9.6
JFSFILE,T0954,0.0,0.0,9.6
JFSFILE,T0955,0.0,0.0,9.6
JFSFILE,T0956,0.0,0.0,9.6
JFSFILE,T0957,0.0,0.0,9.6
JFSFILE,T0958,0.0,0.0,9.6
JFSFILE,T0959,0.0,0.0,9.6
JFSFILE,T0960,0.0,0.0,9.6
JFSFILE,T0961,0.0,0.0,9.6
JFSFILE,T0962,0.0,0.0,9.6
JFSFILE,T0963,0.0,0.0,9.6
JFSFILE,T0964,0.0,0.0,9.6
JFSFILE,T0965,0.0,0.0,9.6
JFSFILE,T0966,0.0,0.0,9.6
JFSFILE,T0967,0.0,0.0,9.6
JFSFILE,T0968,0.0,0.0,9.6
JFSFILE,T0969,0.0,0.0,9.6
JFSFILE,T0970,0.0,0.0,9.6
JFSFILE,T0971,0.0,0.0,9.6
JFSFILE,T0972,0.0,0.0,9.6
JFSFILE,T0973,0.0,0.0,9.6
JFSFILE,T0974,0.0,0.0,9.6
JFSFILE,T0975,0.0,0.0,9.6
JFSFILE,T0976,0.0,0.0,9.6
JFSFILE,T0977,0.0,0.0,9.6
JFSFILE,T0978,0.0,0.0,9.6
JFSFILE,T0979,0.0,0.0,9.6
JFSFILE,T0980,0.0,0.0,9.6
JFSFILE,T0981,0.0,0.0,9.6
JFSFILE,T0982,0.0,0.0,9.6
JFSFILE,T0983,0.0,0.0,9.6
JFSFILE,T0984,0.0,0.0,9.6
JFSFILE,T0985,0.0,0.0,9.6
JFSFILE,T0986,0.0,0.0,9.6
JFSFILE,T0987,0.0,0.0,9.6
JFSFILE,T0988,0.0,0.0,9.6
JFSFILE,T0989,0.0,0.0,9.6
JFSFILE,T0990,0.0,0.0,9.6
JFSFILE,T0991,0.0,0.0,9.6
JFSFILE,T0992,0.0,0.0,9.6
JFSFILE,T0993,0.0,0.0,9.6
JFSFILE,T0994,0.0,0.0,9.6
JFSFILE,T0995,0.0,0.0,9.6
JFSFILE,T0996,0.0,0.0,9.6
JFSFILE,T0997,0.0,0.0,9.6
JFSFILE,T0998,0.0,0.0,9.6
JFSFILE,T0999,0.0,0.0,9.6
JFSFILE,T1000,0.0,0.0,9.6
