PROC,Processes VM-12-13-centos,Runnable,Blocked,pswitch,syscall,read,write,fork,exec,sem,msg
PROC,T0249,1,0,1183.5,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0250,1,0,1248.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0251,1,0,1113.2,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0252,1,0,1265.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0253,1,0,1050.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0254,1,0,1277.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0255,1,0,1098.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0256,1,0,1295.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0257,1,0,1072.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0258,1,0,1343.8,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0259,1,0,1056.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0260,1,0,1430.9,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0261,1,0,1195.5,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0262,1,0,1290.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0263,1,0,1100.4,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0264,1,0,1263.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0265,1,0,1052.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0266,1,0,1262.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0267,1,0,1145.4,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0268,1,0,1256.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0269,1,0,1103.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0270,1,0,1355.0,-1.0,-1.0,-1.0,11.2,-1.0,-1.0,-1.0
PROC,T0271,1,0,1424.3,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0272,1,0,1342.8,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0273,1,0,1215.4,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0274,1,0,1377.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0275,1,0,1362.1,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0276,1,0,1524.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0277,1,0,1200.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0278,1,0,1417.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0279,1,0,1085.4,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0280,1,0,1292.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0281,1,0,1065.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0282,1,0,1322.3,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0283,1,0,1097.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0284,1,0,1350.9,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0285,1,0,1198.9,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0286,1,0,1275.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0287,1,0,1115.2,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0288,1,0,1278.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0289,1,0,1073.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0290,1,0,1321.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0291,1,0,1126.7,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0292,1,0,1323.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0293,1,0,1093.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0294,1,0,1337.9,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0295,1,0,1709.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0296,1,0,1323.0,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0297,1,0,1209.7,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0298,1,0,1228.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0299,1,0,1098.0,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0300,1,0,1263.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0301,1,0,1070.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0302,1,0,1347.1,-1.0,-1.0,-1.0,6.6,-1.0,-1.0,-1.0
PROC,T0303,1,0,1095.1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0304,1,0,1258.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0305,1,0,1048.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0306,1,0,1438.7,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0307,1,0,1085.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0308,1,0,1465.1,-1.0,-1.0,-1.0,7.4,-1.0,-1.0,-1.0
PROC,T0309,1,0,1192.1,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0310,1,0,1268.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0311,1,0,1126.7,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0312,1,0,1285.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0313,1,0,1074.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0314,1,0,1195.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0315,1,0,1170.3,-1.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0
PROC,T0316,1,0,1293.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0317,1,0,1085.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0318,1,0,1327.0,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0319,1,0,1132.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0320,1,0,1398.7,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0321,1,0,1153.4,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0322,1,0,1269.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0323,1,0,1077.0,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0324,1,0,1352.0,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0325,1,0,1068.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0326,1,0,1334.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0327,1,0,1157.8,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0328,1,0,1270.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0329,1,0,1074.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0330,1,0,1359.5,-1.0,-1.0,-1.0,11.2,-1.0,-1.0,-1.0
PROC,T0331,1,0,1047.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0332,1,0,1391.3,-1.0,-1.0,-1.0,7.6,-1.0,-1.0,-1.0
PROC,T0333,1,0,1189.9,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0334,1,0,1297.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0335,1,0,1123.4,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0336,1,0,1331.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0337,1,0,1335.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0338,1,0,1491.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0339,1,0,1256.0,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0340,1,0,1258.7,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0341,1,0,1087.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0342,1,0,1304.6,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0343,1,0,1053.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0344,1,0,1433.1,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0345,1,0,1175.6,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0346,1,0,1318.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0347,1,0,1121.0,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0348,1,0,1331.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0349,1,0,1058.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0350,1,0,1309.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0351,1,0,1249.5,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0352,1,0,1336.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0353,1,0,1063.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0354,1,0,1337.1,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0355,1,0,1087.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0356,1,0,1351.7,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0357,1,0,1201.9,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0358,1,0,1301.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0359,3,0,1133.6,-1.0,-1.0,-1.0,5.2,-1.0,-1.0,-1.0
PROC,T0360,1,0,1283.7,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0361,1,0,1099.9,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0362,1,0,1299.2,-1.0,-1.0,-1.0,5.6,-1.0,-1.0,-1.0
PROC,T0363,1,0,1139.2,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0364,1,0,1268.8,-1.0,-1.0,-1.0,5.4,-1.0,-1.0,-1.0
PROC,T0365,1,0,1106.3,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0366,1,0,1294.9,-1.0,-1.0,-1.0,7.6,-1.0,-1.0,-1.0
PROC,T0367,1,0,1279.3,-1.0,-1.0,-1.0,2.8,-1.0,-1.0,-1.0
PROC,T0368,1,0,1378.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0369,1,0,1194.0,-1.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0
PROC,T0370,1,0,1325.6,-1.0,-1.0,-1.0,6.5,-1.0,-1.0,-1.0
PROC,T0371,1,0,1078.2,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0372,1,0,1278.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0373,1,1,1048.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0374,1,0,1167.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0375,1,0,1250.9,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0376,1,0,1251.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0377,1,0,1075.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0378,1,0,1277.2,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0379,1,0,1091.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0380,1,0,1363.7,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0381,1,0,1177.6,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0382,1,0,1271.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0383,1,0,1139.6,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0384,1,0,1315.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0385,1,0,1049.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0386,1,0,1299.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0387,1,0,1096.8,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0388,1,0,1315.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0389,1,0,1048.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0390,1,0,1345.0,-1.0,-1.0,-1.0,11.2,-1.0,-1.0,-1.0
PROC,T0391,1,0,1257.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0392,1,0,1333.2,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0393,1,0,1212.7,-1.0,-1.0,-1.0,3.0,-1.0,-1.0,-1.0
PROC,T0394,1,0,1265.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0395,1,0,1099.5,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0396,1,0,1252.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0397,1,0,1090.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0398,1,0,1306.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0399,2,0,1332.4,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0400,1,0,1607.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0401,1,0,1324.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0402,1,0,1282.5,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0403,1,0,1081.0,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0404,1,0,1365.7,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0405,1,0,1230.8,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0406,1,0,1276.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0407,1,0,1137.6,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0408,1,0,1274.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0409,1,0,1050.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0410,1,0,1295.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0411,1,0,1079.8,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0412,1,0,1264.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0413,1,0,1085.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0414,1,0,1290.7,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0415,1,0,1065.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0416,1,0,1367.2,-1.0,-1.0,-1.0,7.6,-1.0,-1.0,-1.0
PROC,T0417,2,0,1193.3,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0418,1,0,1287.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0419,1,0,1123.8,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0420,1,0,1255.5,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0421,1,0,1057.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0422,1,0,1237.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0423,1,0,1136.6,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0424,1,0,1357.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0425,1,0,1073.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0426,1,0,1285.9,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0427,1,0,1091.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0428,1,0,1376.3,-1.0,-1.0,-1.0,7.6,-1.0,-1.0,-1.0
PROC,T0429,1,0,1187.9,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0430,1,0,1237.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0431,1,0,1077.8,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0432,1,0,1294.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0433,1,0,1043.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0434,1,0,1216.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0435,1,0,1111.6,-1.0,-1.0,-1.0,2.4,-1.0,-1.0,-1.0
PROC,T0436,1,0,1288.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0437,1,0,1072.2,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0438,1,0,1356.5,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0439,1,0,1317.6,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0440,1,0,1385.4,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0441,1,0,1164.7,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0442,1,0,1250.0,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0443,1,0,1095.4,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0444,1,0,1300.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0445,1,0,1057.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0446,1,0,1283.1,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0447,1,0,1128.1,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0448,1,0,1293.6,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0449,1,0,1110.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0450,1,0,1342.5,-1.0,-1.0,-1.0,10.8,-1.0,-1.0,-1.0
PROC,T0451,1,0,1079.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0452,1,0,1259.7,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0453,1,0,1198.8,-1.0,-1.0,-1.0,3.6,-1.0,-1.0,-1.0
PROC,T0454,1,0,1373.2,-1.0,-1.0,-1.0,6.8,-1.0,-1.0,-1.0
PROC,T0455,1,0,1139.6,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0456,1,0,1305.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0457,1,0,1067.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0458,1,0,1246.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0459,1,0,1080.9,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0460,1,0,1336.0,-1.0,-1.0,-1.0,8.8,-1.0,-1.0,-1.0
PROC,T0461,1,0,1250.7,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0462,1,0,1543.5,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0463,1,0,1299.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0464,1,0,1439.8,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0465,1,0,1196.4,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0466,1,0,1271.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0467,1,0,1109.2,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0468,1,0,1283.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0469,1,0,1084.5,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0470,1,0,1286.8,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0471,1,0,1126.4,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0472,1,0,1355.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0473,1,0,1111.8,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0474,1,0,1274.3,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0475,1,0,1059.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0476,1,0,1326.9,-1.0,-1.0,-1.0,7.2,-1.0,-1.0,-1.0
PROC,T0477,1,0,1176.0,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0478,1,0,1326.2,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0479,1,0,1064.7,-1.0,-1.0,-1.0,4.2,-1.0,-1.0,-1.0
PROC,T0480,1,0,1316.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0481,1,0,1060.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0482,1,0,1256.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0483,1,0,1126.2,-1.0,-1.0,-1.0,2.2,-1.0,-1.0,-1.0
PROC,T0484,2,0,1322.9,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0485,1,0,1032.3,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0486,1,0,1296.7,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
PROC,T0487,1,0,1325.9,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0488,1,0,1457.8,-1.0,-1.0,-1.0,7.4,-1.0,-1.0,-1.0
PROC,T0489,1,0,1211.8,-1.0,-1.0,-1.0,2.6,-1.0,-1.0,-1.0
PROC,T0490,1,0,1233.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0491,1,0,1138.3,-1.0,-1.0,-1.0,4.6,-1.0,-1.0,-1.0
PROC,T0492,1,0,1309.4,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0493,1,0,1034.1,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0494,1,0,1228.7,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0495,1,0,1083.9,-1.0,-1.0,-1.0,2.0,-1.0,-1.0,-1.0
PROC,T0496,1,0,1384.3,-1.0,-1.0,-1.0,6.4,-1.0,-1.0,-1.0
PROC,T0497,1,0,1066.4,-1.0,-1.0,-1.0,1.8,-1.0,-1.0,-1.0
PROC,T0498,1,0,1325.1,-1.0,-1.0,-1.0,8.6,-1.0,-1.0,-1.0
